1|20101229|3|1|1|60|22080.0|2010-12-29
2|20101229|3|1|2|60|20200.0|2010-12-29
3|20101229|3|1|2|61|2000.0|2010-12-29
4|20101229|3|1|1|61|2208.0|2010-12-29
5|20101229|3|1|1|62|1546.0|2010-12-29
6|20101229|3|1|2|62|1800.0|2010-12-29
7|20101229|3|1|2|65|380.0|2010-12-29
8|20101229|3|1|1|65|378.0|2010-12-29
9|20101229|3|1|1|66|344.0|2010-12-29
10|20101229|3|1|2|66|380.0|2010-12-29
11|20101229|3|1|2|67|200.0|2010-12-29
12|20101229|3|1|1|67|174.0|2010-12-29
13|20101229|3|1|1|68|132.0|2010-12-29
14|20101229|3|1|2|68|100.0|2010-12-29
15|20101229|3|1|1|69|38.0|2010-12-29
16|20101229|3|1|1|71|54.0|2010-12-29
17|20101229|3|1|2|71|70.0|2010-12-29
18|20101229|3|1|2|73|300.0|2010-12-29
19|20101229|3|1|1|73|250.0|2010-12-29
20|20101229|3|1|1|74|114.0|2010-12-29
21|20101229|3|1|2|74|100.0|2010-12-29
22|20101229|3|1|2|76|280.0|2010-12-29
23|20101229|3|1|1|76|297.0|2010-12-29
24|20101229|3|1|1|77|535.0|2010-12-29
25|20101229|3|1|2|77|480.0|2010-12-29
26|20101229|3|1|2|78|200.0|2010-12-29
27|20101229|3|1|1|78|153.0|2010-12-29
28|20101229|3|1|1|80|586.0|2010-12-29
29|20101229|3|1|2|80|550.0|2010-12-29
30|20101229|3|1|2|81|380.0|2010-12-29
31|20101229|3|1|1|81|363.0|2010-12-29
32|20101229|3|1|1|82|35.0|2010-12-29
33|20101229|3|1|2|82|40.0|2010-12-29
34|20101229|3|1|2|83|100.0|2010-12-29
35|20101229|3|1|1|83|123.0|2010-12-29
36|20101229|3|1|1|84|103.0|2010-12-29
37|20101229|3|1|2|84|100.0|2010-12-29
38|20101229|3|1|2|85|100.0|2010-12-29
39|20101229|3|1|1|85|98.0|2010-12-29
40|20101229|3|1|1|87|540.0|2010-12-29
41|20101229|3|1|2|87|480.0|2010-12-29
42|20101229|3|1|1|89|201.0|2010-12-29
43|20101229|3|1|1|90|309.0|2010-12-29
44|20101229|3|1|1|91|-247.0|2010-12-29
45|20101229|3|1|1|92|412.0|2010-12-29
46|20101229|3|1|1|94|214.0|2010-12-29
47|20101229|3|1|1|96|12.0|2010-12-29
48|20101229|3|2|1|12|23197.0|2010-12-29
49|20101229|3|6|1|52|3059.0|2010-12-29
50|20101229|3|6|2|52|3200.0|2010-12-29
51|20101229|3|6|2|53|2600.0|2010-12-29
52|20101229|3|6|1|53|2294.0|2010-12-29
53|20101229|3|6|1|56|33968.0|2010-12-29
54|20101229|3|6|2|56|27200.0|2010-12-29
55|20101229|3|6|2|57|3800.0|2010-12-29
56|20101229|3|6|1|57|3186.0|2010-12-29
57|20101229|3|6|1|60|16320.0|2010-12-29
58|20101229|3|6|2|60|14300.0|2010-12-29
59|20101229|3|6|2|61|1600.0|2010-12-29
60|20101229|3|6|1|61|1632.0|2010-12-29
61|20101229|3|6|1|62|979.0|2010-12-29
62|20101229|3|6|2|62|1100.0|2010-12-29
63|20101229|3|6|2|63|2400.0|2010-12-29
64|20101229|3|6|1|63|1912.0|2010-12-29
65|20101229|3|6|1|65|220.0|2010-12-29
66|20101229|3|6|2|65|280.0|2010-12-29
67|20101229|3|6|2|66|200.0|2010-12-29
68|20101229|3|6|1|66|200.0|2010-12-29
69|20101229|3|6|1|67|104.0|2010-12-29
70|20101229|3|6|2|67|100.0|2010-12-29
71|20101229|3|6|2|68|100.0|2010-12-29
72|20101229|3|6|1|68|76.0|2010-12-29
73|20101229|3|6|1|69|22.0|2010-12-29
74|20101229|3|6|1|71|32.0|2010-12-29
75|20101229|3|6|2|71|50.0|2010-12-29
76|20101229|3|6|2|72|200.0|2010-12-29
77|20101229|3|6|1|72|153.0|2010-12-29
78|20101229|3|6|1|73|151.0|2010-12-29
79|20101229|3|6|2|73|220.0|2010-12-29
80|20101229|3|6|2|74|100.0|2010-12-29
81|20101229|3|6|1|74|96.0|2010-12-29
82|20101229|3|6|1|76|486.0|2010-12-29
83|20101229|3|6|2|76|750.0|2010-12-29
84|20101229|3|6|2|77|380.0|2010-12-29
85|20101229|3|6|1|77|346.0|2010-12-29
86|20101229|3|6|1|78|113.0|2010-12-29
87|20101229|3|6|2|78|100.0|2010-12-29
88|20101229|3|6|2|80|380.0|2010-12-29
89|20101229|3|6|1|80|449.0|2010-12-29
90|20101229|3|6|1|81|278.0|2010-12-29
91|20101229|3|6|2|81|280.0|2010-12-29
92|20101229|3|6|2|82|30.0|2010-12-29
93|20101229|3|6|1|82|29.0|2010-12-29
94|20101229|3|6|1|83|102.0|2010-12-29
95|20101229|3|6|2|83|90.0|2010-12-29
96|20101229|3|6|2|84|80.0|2010-12-29
97|20101229|3|6|1|84|92.0|2010-12-29
98|20101229|3|6|1|85|82.0|2010-12-29
99|20101229|3|6|2|85|80.0|2010-12-29
100|20101229|3|6|2|87|380.0|2010-12-29
101|20101229|3|6|1|87|360.0|2010-12-29
102|20101229|3|6|1|89|179.0|2010-12-29
103|20101229|3|6|1|90|276.0|2010-12-29
104|20101229|3|6|1|91|-221.0|2010-12-29
105|20101229|3|6|1|92|368.0|2010-12-29
106|20101229|3|6|1|94|3642.0|2010-12-29
107|20101229|3|6|1|96|8.0|2010-12-29
108|20101229|3|6|1|97|98.0|2010-12-29
109|20101229|3|6|1|99|45000.0|2010-12-29
110|20101229|3|6|1|101|76475.0|2010-12-29
111|20101229|3|6|2|101|91800.0|2010-12-29
112|20101229|3|7|1|4|76978.0|2010-12-29
113|20101229|3|7|1|6|124391.0|2010-12-29
114|20101229|3|7|1|7|3556.0|2010-12-29
115|20101229|3|7|1|8|2487.0|2010-12-29
116|20101229|3|7|1|13|19218.0|2010-12-29
117|20101229|3|7|1|14|12687.0|2010-12-29
118|20101229|3|7|1|15|23136.0|2010-12-29
119|20101229|3|7|1|18|13720.0|2010-12-29
120|20101229|3|7|1|19|43720.0|2010-12-29
121|20101229|3|7|1|20|13445.0|2010-12-29
122|20101229|3|7|1|21|59754.0|2010-12-29
123|20101229|3|7|1|22|11887.0|2010-12-29
124|20101229|3|7|1|23|4908.0|2010-12-29
125|20101229|3|7|1|24|23894.0|2010-12-29
126|20101229|3|7|1|28|20246.0|2010-12-29
127|20101229|3|7|1|29|175368.0|2010-12-29
128|20101229|3|7|1|31|55708.0|2010-12-29
129|20101229|3|7|1|32|29228.0|2010-12-29
130|20101229|3|7|1|33|28238.0|2010-12-29
131|20101229|3|7|1|34|9316.0|2010-12-29
132|20101229|3|7|1|35|42697.0|2010-12-29
133|20101229|3|7|1|37|33491.0|2010-12-29
134|20101229|3|7|1|38|36417.0|2010-12-29
135|20101229|3|7|1|39|55708.0|2010-12-29
136|20101229|3|7|1|40|29546.0|2010-12-29
137|20101229|3|7|1|42|350000.0|2010-12-29
